"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-03",,,,,," 1248","0.0","0.0","0.0",,"31.7","25.0",,,,,"  180",,,,,,"7.2",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-04",,,,,," 1524","3.0","0.0","0.0",,"32.2","23.9",,,,,"  248",,,,,,"9.3",,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-05",,,,,," 1430","9.4","0.0","0.0",,"32.8","23.9",,,,,"  270",,,,,,"10.3",,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-06",,,,,," 1412","0.0","0.0","0.0",,"33.9","24.4",,,,,"  135",,,,,,"9.3",,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-07",,,,,," 1530","0.0","0.0","0.0",,"34.4","24.4",,,,,"  360",,,,,,"7.2",,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-08",,,,,," 1100","0.0","0.0","0.0",,"31.7","23.9",,,,,"  225",,,,,,"8.2",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-09",,,,,," 1554","0.5","0.0","0.0",,"31.7","25.0",,,,,"  270",,,,,,"9.8",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-10",,,,,," 1530","4.6","0.0","0.0",,"33.9","23.9",,,,,"  270",,,,,,"8.2",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-11",,,,,," 1348","4.3","0.0","0.0",,"32.2","23.9",,,,,"   90",,,,,,"8.2",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-12",,,,,," 1300","0.0","0.0","0.0",,"31.1","23.3",,,,,"  360",,,,,,"7.2",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-13",,,,,," 1706","0.0","0.0","0.0",,"32.2","23.9",,,,,"   45",,,,,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-14",,,,,," 1512","13.2","0.0","0.0",,"32.8","23.3",,,,,"  360",,,,,,"9.3",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-15",,,,,," 1554","0.0","0.0","0.0",,"32.8","23.9",,,,,"   90",,,,,,"11.8",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-16",,,,,," 1236","0.0","0.0","0.0",,"31.7","24.4",,,,,"  225",,,,,,"11.8",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-17",,,,,," 1406","0.0","0.0","0.0",,"32.2","23.3",,,,,"  270",,,,,,"7.2",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-18",,,,,," 1700","1.8","0.0","0.0",,"33.9","23.3",,,,,"   90",,,,,,"18.0",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-19",,,,,," 1218","6.1","0.0","0.0",,"31.7","22.8",,,,,"   90",,,,,,"10.8",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-20",,,,,," 1200","1.5","0.0","0.0",,"33.3","23.3",,,,,"   45",,,,,,"10.3",,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-21",,,,,," 1600","0.0","0.0","0.0",,"33.3","23.3",,,,,"   90",,,,,,"7.7",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-22",,,,,," 1342","1.0","0.0","0.0",,"31.7","23.9",,,,,"   68",,,,,,"8.7",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-23",,,,,," 1218","4.3","0.0","0.0",,"31.7","23.9",,,,,"   90",,,,,,"10.3",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-24",,,,,," 1130","3.8","0.0","0.0",,"30.6","23.3",,,,,"  360",,,,,,"7.7",,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-25",,,,,," 1154","2.0","0.0","0.0",,"30.6","22.2",,,,,"   90",,,,,,"8.2",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-26",,,,,," 1424","0.0","0.0","0.0",,"31.7","23.3",,,,,"   45",,,,,,"9.3",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-27",,,,,," 1636","0.0","0.0","0.0",,"32.8","23.9",,,,,"  270",,,,,,"6.2",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-28",,,,,," 1354","0.0","0.0","0.0",,"32.8","24.4",,,,,"  270",,,,,,"10.8",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-29",,,,,," 1606","0.0","0.0","0.0",,"32.2","23.9",,,,,"   45",,,,,,"7.2",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-30",,,,,," 1424","0.0","0.0","0.0",,"32.2","22.2",,,,,"   45",,,,,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-08-31",,,,,," 1130","4.1","0.0","0.0",,"29.4","23.9",,,,,"   90",,,,,,"7.2",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-01",,,,,," 1406","0.0","0.0","0.0",,"33.9","23.3",,,,,"  270",,,,,,"6.7",,,,"    1",,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-02",,,,,," 1300","1.5","0.0","0.0",,"32.2","23.9",,,,,"  135",,,,,,"10.3",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-03",,,,,," 1430","0.0","0.0","0.0",,"33.3","23.9",,,,,"  113",,,,,,"6.7",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-04",,,,,," 1242","0.0","0.0","0.0",,"32.8","23.3",,,,,"   90",,,,,,"8.2",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-05",,,,,," 1630","0.0","0.0","0.0",,"34.4","24.4",,,,,"  270",,,,,,"5.1",,,,"    1",,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-06",,,,,," 1806","3.3","0.0","0.0",,"34.4","23.3",,,,,"  270",,,,,,"11.3",,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-07",,,,,," 1424","28.4","0.0","0.0",,"32.2","22.8",,,,,"  270",,,,,,"11.8",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-08",,,,,," 1730","19.3","0.0","0.0",,"31.7","21.7",,,,,"  270",,,,,,"6.7",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-09",,,,,," 1800","0.0","0.0","0.0",,"32.8","22.2",,,,,"   90",,,,,,"4.1",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-10",,,,,," 1524","0.8","0.0","0.0",,"32.8","23.9",,,,,"   45",,,,,,"6.7",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-11",,,,,," 1606","3.6","0.0","0.0",,"32.8","25.0",,,,,"   90",,,,,,"8.2",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-12",,,,,," 1442","0.0","0.0","0.0",,"32.2","24.4",,,,,"  113",,,,,,"9.3",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-13",,,,,," 1248","0.0","0.0","0.0",,"32.2","23.3",,,,,"   90",,,,,,"9.8",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-14",,,,,," 1200","0.0","0.0","0.0",,"30.0","22.8",,,,,"   45",,,,,,"9.8",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-15",,,,,," 0824","9.4","0.0","0.0",,"32.2","22.8",,,,,"  135",,,,,,"6.2",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-16",,,,,," 1600","0.0","0.0","0.0",,"31.7","21.1",,,,,"   90",,,,,,"5.1",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-17",,,,,," 1654","0.0","0.0","0.0",,"32.2","23.3",,,,,"  180",,,,,,"7.7",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-18",,,,,," 2130","9.4","0.0","0.0",,"33.3","22.2",,,,,"  225",,,,,,"7.7",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-19",,,,,," 1824","35.3","0.0","0.0",,"31.1","22.2",,,,,"  360",,,,,,"6.2",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-20",,,,,," 1918","62.0","0.0","0.0",,"23.9","21.1",,,,,"   45",,,,,,"5.1",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-21",,,,,," 1436","2.8","0.0","0.0",,"29.4","21.1",,,,,"  180",,,,,,"8.2",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-22",,,,,," 1600","0.0","0.0","0.0",,"31.1","22.8",,,,,"  203",,,,,,"11.3",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-23",,,,,," 1336","21.6","0.0","0.0",,"29.4","21.7",,,,,"   45",,,,,,"8.7",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-24",,,,,," 1330","2.5","0.0","0.0",,"29.4","21.1",,,,,"   90",,,,,,"8.7",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-25",,,,,," 1200","0.0","0.0","0.0",,"30.6","21.1",,,,,"   45",,,,,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-26",,,,,," 1600","0.0","0.0","0.0",,"30.6","21.7",,,,,"  135",,,,,,"5.1",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-27",,,,,," 1342","0.0","0.0","0.0",,"30.0","23.3",,,,,"  293",,,,,,"11.8",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-28",,,,,," 1012","0.3","0.0","0.0",,"26.1","18.3",,,,,"  360",,,,,,"6.7",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-29",,,,,," 1030","0.0","0.0","0.0",,"26.7","17.2",,,,,"  360",,,,,,"5.7",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-09-30",,,,,," 1418","1.0","0.0","0.0",,"30.0","21.1",,,,,"   90",,,,,,"7.2",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-01",,,,,," 1706","0.0","0.0","0.0",,"31.1","22.8",,,,,"   90",,,,,,"6.2",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-02",,,,,," 1724","0.0","0.0","0.0",,"32.8","22.8",,,,,"   90",,,,,,"7.2",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-03",,,,,," 1454","0.0","0.0","0.0",,"32.2","23.3",,,,,"   90",,,,,,"7.7",,"    1",,"    1",,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-04",,,,,," 1448","1.8","0.0","0.0",,"32.2","23.9",,,,,"   90",,,,,,"7.2",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-05",,,,,," 1254","12.4","0.0","0.0",,"31.1","22.2",,,,,"  360",,,,,,"7.2",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-06",,,,,," 1024","0.0","0.0","0.0",,"31.1","21.7",,,,,"  360",,,,,,"5.1",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-07",,,,,," 1124","0.0","0.0","0.0",,"32.8","19.4",,,,,"  360",,,,,,"5.1",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-08",,,,,," 1024","0.0","0.0","0.0",,"31.1","20.6",,,,,"  180",,,,,,"6.2",,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-09",,,,,," 1400","0.0","0.0","0.0",,"32.2","23.3",,,,,"  270",,,,,,"8.7",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-10",,,,,," 1342","0.0","0.0","0.0",,"30.6","20.6",,,,,"   23",,,,,,"10.8",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-11",,,,,," 1636","0.0","0.0","0.0",,"29.4","19.4",,,,,"   90",,,,,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-12",,,,,," 1400","0.0","0.0","0.0",,"29.4","20.0",,,,,"   90",,,,,,"7.2",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-13",,,,,," 1354","0.0","0.0","0.0",,"30.6","20.6",,,,,"   68",,,,,,"7.7",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-14",,,,,," 1200","0.0","0.0","0.0",,"30.6","21.7",,,,,"   90",,,,,,"9.3",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-15",,,,,," 1118","3.0","0.0","0.0",,"27.8","20.6",,,,,"   68",,,,,,"10.3",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-16",,,,,," 1512","1.5","0.0","0.0",,"30.6","20.6",,,,,"   90",,,,,,"10.8",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-17",,,,,," 1306","1.8","0.0","0.0",,"26.7","21.1",,,,,"   23",,,,,,"12.9",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-18",,,,,," 1612","0.0","0.0","0.0",,"27.2","20.0",,,,,"  360",,,,,,"11.8",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-19",,,,,," 0000","0.0","0.0","0.0",,"27.8","15.0",,,,,"  315",,,,,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-20",,,,,," 1324","0.0","0.0","0.0",,"28.3","13.9",,,,,"  315",,,,,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-21",,,,,," 1536","0.0","0.0","0.0",,"30.6","16.1",,,,,"  270",,,,,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-22",,,,,," 1206","7.1","0.0","0.0",,"24.4","20.0",,,,,"  180",,,,,,"6.2",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-23",,,,,," 1354","0.0","0.0","0.0",,"27.2","18.3",,,,,"  270",,,,,,"8.2",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-24",,,,,," 0706","0.0","0.0","0.0",,"22.8","14.4",,,,,"  360",,,,,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-25",,,,,," 0730","0.0","0.0","0.0",,"23.9","13.3",,,,,"  360",,,,,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-26",,,,,," 1054","0.0","0.0","0.0",,"21.1","11.7",,,,,"  360",,,,,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-27",,,,,," 1324","0.0","0.0","0.0",,"22.2","12.2",,,,,"   23",,,,,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-28",,,,,," 1548","0.0","0.0","0.0",,"25.6","12.8",,,,,"   45",,,,,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-29",,,,,," 1500","0.0","0.0","0.0",,"25.6","15.0",,,,,"   90",,,,,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-30",,,,,," 1130","0.0","0.0","0.0",,"25.0","15.6",,,,,"   90",,,,,,"6.2",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-10-31",,,,,," 1424","16.0","0.0","0.0",,"23.3","17.2",,,,,"  270",,,,,,"8.2",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-01",,,,,," 1354","0.0","0.0","0.0",,"22.8","13.3",,,,,"   23",,,,,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-02",,,,,," 1148","0.0","0.0","0.0",,"23.3","13.3",,,,,"  315",,,,,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-03",,,,,," 1812","0.3","0.0","0.0",,"21.7","10.6",,,,,"  113",,,,,,"7.2",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-04",,,,,," 1154","0.0","0.0","0.0",,"19.4","11.7",,,,,"  338",,,,,,"7.2",,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-05",,,,,," 1312","0.0","0.0","0.0",,"20.6","10.0",,,,,"  270",,,,,,"11.3",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-06",,,,,," 1406","0.0","0.0","0.0",,"22.8","8.3",,,,,"   45",,,,,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-07",,,,,," 1036","0.0","0.0","0.0",,"24.4","14.4",,,,,"   90",,,,,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-08",,,,,," 1018","6.1","0.0","0.0",,"23.9","14.4",,,,,"   90",,,,,,"8.7",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-09",,,,,," 1118","17.0","0.0","0.0",,"22.8","12.8",,,,,"  270",,,,,,"13.9",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-10",,,,,," 1606","0.0","0.0","0.0",,"18.9","9.4",,,,,"  270",,,,,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-11",,,,,," 0900","0.0","0.0","0.0",,"21.1","6.1",,,,,"  360",,,,,,"5.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-12",,,,,," 1600","9.4","0.0","0.0",,"21.7","8.3",,,,,"  360",,,,,,"7.2",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-13",,,,,," 1600","0.0","0.0","0.0",,"22.2","14.4",,,,,"  360",,,,,,"9.3",,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-14",,,,,," 1130","0.0","0.0","0.0",,"20.0","11.1",,,,,"   45",,,,,,"11.8",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-15",,,,,," 1000","0.0","0.0","0.0",,"21.7","11.1",,,,,"  360",,,,,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-16",,,,,," 1106","0.0","0.0","0.0",,"24.4","10.6",,,,,"  270",,,,,,"8.2",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-17",,,,,," 1454","0.0","0.0","0.0",,"26.1","12.2",,,,,"  248",,,,,,"3.1",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-18",,,,,," 1254","0.0","0.0","0.0",,"27.2","16.1",,,,,"  248",,,,,,"6.7",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-19",,,,,," 1448","0.0","0.0","0.0",,"26.1","17.8",,,,,"  315",,,,,,"6.7",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-20",,,,,," 1230","0.0","0.0","0.0",,"26.7","16.1",,,,,"  180",,,,,,"8.7",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-21",,,,,," 2324","21.1","0.0","0.0",,"27.8","19.4",,,,,"  225",,,,,,"15.4",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-22",,,,,," 0942","0.8","0.0","0.0",,"22.2","14.4",,,,,"  270",,,,,,"13.9",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-23",,,,,," 1112","0.0","0.0","0.0",,"21.1","10.0",,,,,"   23",,,,,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-24",,,,,," 1148","0.0","0.0","0.0",,"22.8","15.0",,,,,"   45",,,,,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-25",,,,,," 1454","0.0","0.0","0.0",,"24.4","15.6",,,,,"   23",,,,,,"8.2",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-26",,,,,," 1530","0.0","0.0","0.0",,"16.1","7.2",,,,,"  360",,,,,,"13.4",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-27",,,,,," 1242","0.0","0.0","0.0",,"13.3","6.7",,,,,"  338",,,,,,"11.8",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-28",,,,,," 1118","0.3","0.0","0.0",,"15.0","11.7",,,,,"   90",,,,,,"10.8",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-29",,,,,," 0442","0.3","0.0","0.0",,"20.6","12.2",,,,,"  293",,,,,,"8.7",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-11-30",,,,,," 1642","0.3","0.0","0.0",,"17.8","14.4",,,,,"  315",,,,,,"7.2",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-01",,,,,," 1118","0.3","0.0","0.0",,"16.1","13.9",,,,,"  360",,,,,,"7.7",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-02",,,,,," 1430","0.0","0.0","0.0",,"22.8","12.8",,,,,"  360",,,,,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-03",,,,,," 1312","0.0","0.0","0.0",,"22.2","11.7",,,,,"  315",,,,,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-04",,,,,," 1248","0.0","0.0","0.0",,"23.9","10.0",,,,,"  293",,,,,,"9.8",,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-05",,,,,," 2300","4.3","0.0","0.0",,"21.1","14.4",,,,,"  293",,,,,,"14.9",,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-06",,,,,," 1148","0.0","0.0","0.0",,"12.8","4.4",,,,,"  270",,,,,,"18.0",,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1962-12-07",,,,,," 1112","0.0","0.0","0.0",,"13.3","2.2",,,,,"  293",,,,,,"8.2",,,,,,,,,,,,,,,,,,,
